"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.852283629E0,8.827720642E0,5.083189487E0,5.296273232E0,1.148120104E1
5.854326029E0,8.889969826E0,5.155015469E0,5.327397823E0,1.157527173E1
5.856368429E0,8.897152901E0,5.178957462E0,5.348946095E0,1.160138589E1
5.858410829E0,8.897152901E0,5.234024048E0,5.396830082E0,1.164818065E1
5.860453295E0,8.863634109E0,5.272331238E0,5.435137272E0,1.165771004E1
5.862495761E0,8.851662636E0,5.301061630E0,5.447108269E0,1.166722650E1
5.864538327E0,8.815750122E0,5.327397823E0,5.454290867E0,1.165538102E1
5.866580927E0,8.770259857E0,5.313032627E0,5.442319870E0,1.160881644E1
5.868635893E0,8.688857079E0,5.279513836E0,5.404012680E0,1.151402869E1
5.870690959E0,8.609848976E0,5.257966042E0,5.365705490E0,1.142656999E1
5.872746125E0,8.571541786E0,5.236418247E0,5.346551895E0,1.137879703E1
5.874801291E0,8.478167534E0,5.202899456E0,5.293879032E0,1.126830256E1
5.876856491E0,8.375216484E0,5.140650272E0,5.238812447E0,1.113623331E1
5.878911691E0,8.334515572E0,5.114314079E0,5.214870453E0,1.108220340E1
5.880966891E0,8.219594002E0,5.066430092E0,5.159803867E0,1.094778587E1
5.882993524E0,8.107066154E0,5.023334503E0,5.092766285E0,1.081178429E1
5.885020157E0,8.059182167E0,5.006575108E0,5.059247494E0,1.075231123E1
5.887046857E0,7.946654797E0,4.977844715E0,4.956296921E0,1.060627831E1
5.889073557E0,7.843704224E0,4.937143326E0,4.836287498E0,1.045412631E1
5.891100323E0,7.783848763E0,4.915595531E0,4.774038315E0,1.037028557E1
5.893127156E0,7.759906769E0,4.888959885E0,4.642356873E0,1.027956999E1
5.895153989E0,7.735964775E0,4.888959885E0,4.491522312E0,1.019415776E1
5.897180822E0,7.788637638E0,4.891354084E0,4.321534157E0,1.016188361E1
5.899207655E0,7.817368031E0,4.908412933E0,4.242525578E0,1.015887709E1
5.901234488E0,7.886799812E0,4.939537525E0,4.096478939E0,1.016768321E1
5.904178488E0,7.980173588E0,5.020940304E0,3.952826977E0,1.022339734E1
5.906316096E0,8.087912560E0,5.083189487E0,3.845088005E0,1.029746798E1
5.908332096E0,8.176498413E0,5.157409668E0,3.734954596E0,1.036358464E1
5.910347096E0,8.248324394E0,5.193322659E0,3.684676409E0,1.042028290E1
5.912362096E0,8.384793282E0,5.277119637E0,3.612850428E0,1.054539891E1
5.914377096E0,8.528446198E0,5.368099689E0,3.526659012E0,1.067652624E1
5.916391846E0,8.643367767E0,5.459079266E0,3.462015629E0,1.079328055E1
5.918406446E0,8.693645477E0,5.509357452E0,3.430891037E0,1.084912460E1
5.920421446E0,8.806173325E0,5.607519627E0,3.371036053E0,1.097072692E1
5.922436303E0,8.894758224E0,5.688922405E0,3.318363667E0,1.106761489E1
5.924450928E0,8.925883293E0,5.729623795E0,3.284844637E0,1.110361138E1
5.926465594E0,9.000102997E0,5.770325184E0,3.244143248E0,1.117242015E1
5.928480094E0,9.045593262E0,5.818209171E0,3.210624456E0,1.122418927E1
5.930494730E0,9.067141533E0,5.830180645E0,3.196259260E0,1.124367089E1
5.932509313E0,9.081506729E0,5.842151642E0,3.229778051E0,1.127102331E1
5.934523928E0,9.026439667E0,5.839757442E0,3.275267839E0,1.123862801E1
5.936538570E0,8.983344078E0,5.820603371E0,3.313575268E0,1.120534138E1
5.938553170E0,8.842085838E0,5.789478779E0,3.421314240E0,1.110882251E1
5.940567795E0,8.686463356E0,5.739200592E0,3.538630009E0,1.099613438E1
5.942582324E0,8.444648743E0,5.624279022E0,3.665522814E0,1.078798704E1
5.944596712E0,8.322544098E0,5.554847240E0,3.725377798E0,1.067705521E1
5.946611027E0,8.075942039E0,5.406406879E0,3.792415380E0,1.043228113E1
5.948625327E0,7.819762230E0,5.277119637E0,3.801992416E0,1.017112675E1
5.950639660E0,7.726387978E0,5.195716858E0,3.775655985E0,1.004729431E1
5.952654023E0,7.503727436E0,5.047276497E0,3.711012602E0,9.775097954E0
5.954668370E0,7.305008888E0,4.865017891E0,3.591302633E0,9.483090664E0
5.956682703E0,7.216423035E0,4.783615112E0,3.536235809E0,9.352256340E0
5.958697063E0,7.072771072E0,4.651933670E0,3.380612850E0,9.115542812E0
5.960711409E0,6.938695908E0,4.558559895E0,3.193865061E0,8.895321424E0
5.962725779E0,6.823774338E0,4.525041103E0,2.961627483E0,8.706958743E0
5.964740171E0,6.780678272E0,4.491522312E0,2.839523315E0,8.614770059E0
5.966754619E0,6.706458092E0,4.462791920E0,2.592920542E0,8.462643133E0
5.968769119E0,6.656179905E0,4.438849926E0,2.331952572E0,8.333434009E0
5.970783652E0,6.653785706E0,4.426878929E0,2.197877169E0,8.288593688E0
5.972798185E0,6.687304497E0,4.414907932E0,1.939303398E0,8.244534623E0
5.974812718E0,6.747159481E0,4.410119534E0,1.673547029E0,8.232501140E0
5.976827318E0,6.797437668E0,4.414907932E0,1.534683347E0,8.249352937E0
5.978841951E0,6.905177116E0,4.469974518E0,1.249773264E0,8.320100745E0
5.980856517E0,7.020098686E0,4.510675907E0,9.816226959E-1,8.401878708E0
5.982871117E0,7.127837658E0,4.572925091E0,7.158663273E-1,8.498833930E0
5.984887583E0,7.156568050E0,4.592078686E0,5.913678408E-1,8.523694553E0
5.986902249E0,7.158962250E0,4.613626480E0,3.639186621E-1,8.524595391E0
5.988916982E0,7.139808655E0,4.604049683E0,2.705447972E-1,8.499843269E0
5.990931748E0,7.044040680E0,4.582501888E0,1.101332754E-1,8.404163373E0
5.992946548E0,6.864475727E0,4.481945515E0,-1.197100803E-2,8.198109899E0
5.994961381E0,6.605901718E0,4.328716755E0,-1.125274822E-1,7.898632077E0
5.996976214E0,6.452672958E0,4.230554581E0,-1.628057212E-1,7.717582916E0
5.998991080E0,6.076783180E0,3.957615376E0,-2.346317619E-1,7.255691927E0
6.001005980E0,5.626673222E0,3.687070608E0,-2.585737705E-1,6.732072609E0
6.003020946E0,5.377676487E0,3.533841610E0,-2.489969730E-1,6.439677043E0
6.005036012E0,4.829104900E0,3.181894064E0,-1.795651317E-1,5.785926685E0
6.007051178E0,4.228160381E0,2.794033289E0,-4.309562966E-2,5.068117941E0
6.009066411E0,3.909731388E0,2.590526342E0,2.633621916E-2,4.690151368E0
6.011081644E0,3.253720045E0,2.159569979E0,1.939303428E-1,3.909993044E0
6.013096877E0,2.525882721E0,1.709460020E0,3.734954596E-1,3.072757058E0
6.015112177E0,1.716642618E0,1.486799240E0,4.836287498E-1,2.321923906E0
6.017127510E0,1.285686255E0,1.031900883E0,7.589619160E-1,1.814891668E0
6.019142810E0,4.501099288E-1,5.195417404E-1,1.043871999E0,1.249876521E0
6.021158143E0,-4.141969085E-1,-2.394201700E-3,1.285686255E0,1.350760510E0
6.023173443E0,-8.643068075E-1,-2.466027737E-1,1.393425345E0,1.658153605E0
6.025188676E0,-1.786074519E0,-6.943184733E-1,1.575384736E0,2.480721145E0
6.027203842E0,-2.767697096E0,-1.134851575E0,1.728613615E0,3.454871972E0
6.029218975E0,-3.256114244E0,-1.340752959E0,1.807622313E0,3.958206273E0
6.031234075E0,-4.273650169E0,-1.728613615E0,1.910573006E0,4.990238472E0
6.033249175E0,-5.253177643E0,-2.145204782E0,1.936909199E0,5.995781530E0
6.035264241E0,-5.748777390E0,-2.355894566E0,1.939303398E0,6.508423645E0
6.037279274E0,-6.792649269E0,-2.829946518E0,1.857900500E0,7.589497721E0
6.039294274E0,-7.791031837E0,-3.325546265E0,1.666364431E0,8.633435323E0
6.041309274E0,-8.820538521E0,-3.581725836E0,1.544260144E0,9.644449137E0
6.043324240E0,-9.876380920E0,-4.436455727E0,1.058237195E0,1.087864447E1
6.045338506E0,-1.042704773E1,-4.702212334E0,8.547300100E-1,1.147016515E1
6.047354606E0,-1.158823586E1,-5.212476254E0,4.213795066E-1,1.271356282E1
6.049370706E0,-1.221072769E1,-5.435137272E0,1.891419291E-1,1.336706260E1
6.051386739E0,-1.351317406E1,-5.832574844E0,-3.327940404E-1,1.472194125E1
6.053402772E0,-1.480394745E1,-6.162974358E0,-9.337386489E-1,1.606272022E1
6.055418772E0,-1.543122864E1,-6.309020519E0,-1.230619669E0,1.671648833E1
6.057434772E0,-1.662114716E1,-6.560411930E0,-1.838746905E0,1.796336627E1
6.059450805E0,-1.781345940E1,-6.766313076E0,-2.456450939E0,1.921292480E1
6.061466805E0,-1.840003777E1,-6.835745335E0,-2.765302896E0,1.982260589E1
6.063482838E0,-1.962826347E1,-6.957849503E0,-3.394978046E0,2.109991167E1
6.065527171E0,-2.149813652E1,-7.146991253E0,-4.426878929E0,2.308347060E1
6.067571504E0,-2.210865784E1,-7.240365028E0,-4.795586109E0,2.375317417E1
6.069615804E0,-2.324829674E1,-7.427113056E0,-5.511751652E0,2.502048592E1
6.071660070E0,-2.424188995E1,-7.601889610E0,-6.186916351E0,2.614834389E1
6.073704303E0,-2.466596413E1,-7.671321392E0,-6.474220753E0,2.663033031E1
6.075748403E0,-2.529563904E1,-7.762300968E0,-6.960243702E0,2.735996460E1
6.077792503E0,-2.563322067E1,-7.826944828E0,-7.331345081E0,2.778617800E1
6.079836636E0,-2.566674042E1,-7.843704224E0,-7.446266651E0,2.785232749E1
6.081880769E0,-2.555181885E1,-7.783848763E0,-7.518092632E0,2.774897232E1
6.083924935E0,-2.520705414E1,-7.702445984E0,-7.364863873E0,2.736721528E1
6.085969168E0,-2.495805550E1,-7.680898190E0,-7.199663639E0,2.708755965E1
6.088013368E0,-2.440230179E1,-7.714416981E0,-6.677727699E0,2.644951057E1
6.090057568E0,-2.371995544E1,-7.927501202E0,-5.964255810E0,2.571096865E1
6.092101768E0,-2.295380974E1,-8.339303970E0,-5.087977886E0,2.494611976E1
6.094145968E0,-2.254440117E1,-8.583512306E0,-4.606443882E0,2.455903159E1
6.096190168E0,-2.168727684E1,-9.220370293E0,-3.608062029E0,2.384053935E1
6.098234334E0,-2.078945160E1,-9.941024780E0,-2.566584110E0,2.318647505E1
6.100278500E0,-2.033215904E1,-1.032649136E1,-2.032677174E0,2.289464766E1
6.102322633E0,-1.935771942E1,-1.115727901E1,-9.888052940E-1,2.236479180E1
6.104366766E0,-1.829469299E1,-1.205510521E1,1.675941236E-2,2.190939603E1
6.106409666E0,-1.777515221E1,-1.251239777E1,4.955997467E-1,2.174308518E1
6.108452466E0,-1.671930885E1,-1.341501141E1,1.431732655E0,2.148366072E1
6.110495166E0,-1.559403419E1,-1.437508583E1,2.351106167E0,2.133880726E1
6.112553899E0,-1.438945103E1,-1.539531517E1,3.217807055E0,2.131727732E1
6.114612599E0,-1.304391003E1,-1.653256035E1,4.019864559E0,2.143894707E1
6.116671232E0,-1.230889034E1,-1.715266037E1,4.376600742E0,2.156101049E1
6.118729832E0,-1.073111153E1,-1.851735497E1,5.004180908E0,2.197933157E1
6.120788298E0,-8.940248489E0,-2.002809525E1,5.509357452E0,2.261428004E1
6.122846731E0,-7.944260597E0,-2.082775879E1,5.717652798E0,2.301300428E1
6.124905097E0,-5.787084579E0,-2.242229652E1,6.040870190E0,2.393202545E1
6.126935130E0,-3.284844637E0,-2.399768257E1,6.325780392E0,2.503386647E1
6.128965096E0,-1.910573006E0,-2.477130890E1,6.483797550E0,2.567698706E1
6.130995029E0,1.182735682E0,-2.623177147E1,6.823774338E0,2.713058411E1
6.133316096E0,4.632780075E0,-2.759167862E1,7.051223278E0,2.885278375E1
6.135331096E0,8.463802338E0,-2.819741058E1,7.096713066E0,3.028354751E1
6.137344096E0,1.053478718E1,-2.924367714E1,7.051223278E0,3.187309435E1
6.139358096E0,1.495957088E1,-3.001700401E1,6.933907509E0,3.424745778E1
6.141372096E0,1.975755119E1,-3.033543396E1,6.878840923E0,3.684993670E1
6.143386096E0,2.229779816E1,-3.030191422E1,6.859687328E0,3.824203339E1
6.145400096E0,2.761083221E1,-2.982786179E1,6.778284073E0,4.120685051E1
6.147555596E0,3.293553543E1,-2.872892380E1,6.617872715E0,4.420290484E1
6.149690881E0,3.895006943E1,-2.668427658E1,6.392817974E0,4.764479664E1
6.151810756E0,4.489038467E1,-2.368164825E1,6.103119373E0,5.111961626E1
6.153918867E0,4.792623138E1,-2.175910378E1,5.978621006E0,5.297288137E1
6.156017467E0,5.396949768E1,-1.706407356E1,5.839757442E0,5.690335714E1
6.158108285E0,5.991669464E1,-1.125783539E1,5.727229595E0,6.123357178E1
6.160192701E0,6.282804108E1,-8.004115105E0,5.669768810E0,6.358910978E1
6.162271624E0,6.833740234E1,-1.072602391E0,5.765536785E0,6.858857375E1
6.164345838E0,7.322635651E1,5.952284813E0,6.309020519E0,7.373827176E1
6.166415904E0,7.678205109E1,1.251718616E1,7.362469673E0,7.814326125E1
6.168482466E0,7.762001801E1,1.548150635E1,8.049605370E0,7.955715166E1
6.170545877E0,7.824969482E1,2.050933075E1,9.541193008E0,8.145355580E1
6.172606488E0,7.840771484E1,2.405993080E1,1.096813679E1,8.274629926E1
6.174664593E0,7.843404388E1,2.524057198E1,1.159781265E1,8.320754156E1
6.176720543E0,7.845320129E1,2.654780579E1,1.262253094E1,8.377958625E1
6.178774495E0,7.821856689E1,2.659568977E1,1.327614784E1,8.367634686E1
6.180826631E0,7.746439362E1,2.618867683E1,1.362570095E1,8.289896742E1
6.182877152E0,7.448361206E1,2.463723373E1,1.439902782E1,7.976298486E1
6.184926152E0,7.047303009E1,2.228822136E1,1.496675301E1,7.541363588E1
6.186973752E0,6.600065613E1,2.087803650E1,1.516307831E1,7.086535092E1
6.189019982E0,6.369743729E1,1.783740044E1,1.510322285E1,6.785015631E1
6.191064982E0,5.909548187E1,1.475845814E1,1.477042866E1,6.267578182E1
6.193108874E0,5.465902710E1,1.195933723E1,1.424101067E1,5.773596258E1
6.195151770E0,5.253746414E1,1.073111153E1,1.397286034E1,5.541283894E1
6.197193703E0,4.857745361E1,8.609848976E0,1.357302856E1,5.116762261E1
6.199235703E0,4.501488113E1,7.048829079E0,1.336473274E1,4.748306641E1
6.201277703E0,4.340089035E1,6.464643955E0,1.332163715E1,4.585733225E1
6.203319736E0,4.052305984E1,5.655403614E0,1.333121395E1,4.303281579E1
6.205361836E0,3.808337021E1,5.241206646E0,1.342458820E1,4.071895016E1
6.207403969E0,3.704668045E1,5.155015469E0,1.348444366E1,3.976004197E1
6.209417835E0,3.536355591E1,5.212476254E0,1.361851883E1,3.825199407E1
6.211431735E0,3.419488525E1,5.490203857E0,1.375259399E1,3.726347216E1
6.213445735E0,3.379026794E1,5.703287601E0,1.380526638E1,3.694448642E1
6.215459801E0,3.332818604E1,6.239588737E0,1.384596729E1,3.662528174E1
6.217473934E0,3.325635910E1,6.847716331E0,1.371907520E1,3.662089109E1
6.219488134E0,3.348381042E1,7.479785442E0,1.347007847E1,3.685859146E1
6.221502367E0,3.368731689E1,7.779060364E0,1.329290676E1,3.704119963E1
6.223516667E0,3.413742447E1,8.320150375E0,1.283082581E1,3.740613242E1
6.225531033E0,3.469078445E1,8.787019730E0,1.218439198E1,3.780372534E1
6.227545466E0,3.525821304E1,9.177274704E0,1.133444977E1,3.815538900E1
6.229559866E0,3.552157211E1,9.337685585E0,1.084842682E1,3.829703411E1
6.231574332E0,3.593577194E1,9.565135002E0,9.821314812E0,3.846205581E1
6.233588865E0,3.605548096E1,9.617807388E0,9.268254280E0,3.844997352E1
6.235603498E0,3.616321945E1,9.634567261E0,8.121431351E0,3.829570439E1
6.237618131E0,3.603871918E1,9.469367027E0,6.996156693E0,3.791311647E1
6.239632797E0,3.589267349E1,9.316138268E0,6.452672958E0,3.763922729E1
6.241647530E0,3.544974899E1,8.887576103E0,5.392041683E0,3.694249350E1
6.243662230E0,3.485598373E1,8.324938774E0,4.345476151E0,3.609885553E1
6.245676963E0,3.407038879E1,7.640196800E0,3.330334663E0,3.507499292E1
6.247691696E0,3.361070251E1,7.240365028E0,2.844311714E0,3.449916402E1
6.249706529E0,3.257880020E1,6.390423775E0,1.972822189E0,3.325819848E1
6.251721395E0,3.139845848E1,5.454290867E0,1.187524080E0,3.189079330E1
6.253736295E0,3.075202370E1,4.973056316E0,8.379706144E-1,3.116280548E1
6.255751195E0,2.938254166E1,3.969586372E0,2.154781520E-1,2.965025803E1
6.257766128E0,2.791489601E1,2.944868088E0,-2.992752194E-1,2.807139528E1
6.259780994E0,2.715114594E1,2.420537949E0,-5.291185975E-1,2.726396332E1
6.261795827E0,2.563322067E1,1.345541358E0,-9.145850539E-1,2.568479997E1
6.263810660E0,2.411260414E1,2.370259613E-1,-1.165976286E0,2.414194194E1
6.265825426E0,2.333927727E1,-3.327940404E-1,-1.233013868E0,2.337419386E1
6.267840192E0,2.176628685E1,-1.477222443E0,-1.307234168E0,2.185548651E1
6.269854858E0,2.021963120E1,-2.600103140E0,-1.206677675E0,2.042180435E1
6.271869458E0,1.874480438E1,-3.682282209E0,-9.696516991E-1,1.912765323E1
6.273884691E0,1.800738907E1,-4.206612587E0,-8.092401624E-1,1.850990330E1
6.275899257E0,1.655889702E1,-5.178957462E0,-4.165911078E-1,1.735489035E1
6.277913757E0,1.512716484E1,-6.045658588E0,-1.915361360E-2,1.629053316E1
6.279928190E0,1.441578770E1,-6.443096161E0,1.628057212E-1,1.579097618E1
6.281942590E0,1.296969032E1,-7.166144848E0,5.123591423E-1,1.482663181E1
6.283956956E0,1.150683308E1,-7.752724171E0,7.661445141E-1,1.389600363E1
6.285971322E0,1.076941872E1,-8.004115105E0,8.307880163E-1,1.344382560E1
6.287985722E0,8.715193748E0,-8.758289337E0,8.954314590E-1,1.238806005E1
6.290000122E0,8.078335762E0,-9.009679794E0,9.002198577E-1,1.213442353E1
6.292014455E0,7.463026047E0,-9.258677483E0,9.050082564E-1,1.192639537E1
6.294028721E0,6.328174591E0,-9.715970039E0,8.954314590E-1,1.162960296E1
6.296042921E0,5.286696434E0,-1.014453220E1,9.169792533E-1,1.147612930E1
6.298057021E0,4.333505154E0,-1.055154610E1,9.983820915E-1,1.145037811E1
6.300071054E0,3.881000996E0,-1.074787045E1,1.048660398E0,1.147512860E1
6.302085020E0,3.016694069E0,-1.108545303E1,1.170764685E0,1.154809084E1
6.304098986E0,2.190694571E0,-1.139430523E1,1.307234168E0,1.167639480E1
6.306112919E0,1.795651317E0,-1.153556347E1,1.386242747E0,1.175649851E1
6.308126852E0,1.072602391E0,-1.183962631E1,1.529894829E0,1.198615056E1
6.310169118E0,3.758896589E-1,-1.213890171E1,1.649604917E0,1.225624021E1
6.312211451E0,-3.543418646E-1,-1.243099403E1,1.740584612E0,1.255726107E1
6.314253751E0,-1.103726983E0,-1.276618290E1,1.786074519E0,1.293768531E1
6.316296051E0,-1.472434044E0,-1.296011353E1,1.798045516E0,1.316683608E1
6.318338284E0,-2.269703150E0,-1.339585781E1,1.848323703E0,1.371192399E1
6.320380517E0,-3.131615877E0,-1.389624596E1,1.922544003E0,1.437389457E1
6.322422750E0,-4.039018154E0,-1.438945103E1,1.996764183E0,1.507836316E1
6.324464950E0,-4.510675907E0,-1.462647724E1,2.027888775E0,1.543996006E1
6.326507116E0,-5.447108269E0,-1.505533886E1,2.070984364E0,1.614382832E1
6.328549216E0,-6.452672958E0,-1.545995903E1,2.082955360E0,1.688152909E1
6.330591416E0,-6.979397297E0,-1.564670658E1,2.059013367E0,1.725604096E1
6.332633616E0,-8.183680534E0,-1.601062584E1,1.922544003E0,1.808338857E1
6.334675149E0,-9.579500198E0,-1.632187080E1,1.659181833E0,1.899797818E1
6.336717249E0,-1.033127975E1,-1.645834160E1,1.474828243E0,1.948813659E1
6.338759382E0,-1.195454884E1,-1.669536781E1,1.010353088E0,2.055887540E1
6.340801548E0,-1.367597961E1,-1.693957520E1,4.285621047E-1,2.177533678E1
6.342843748E0,-1.456901646E1,-1.705210304E1,8.379705995E-2,2.242849707E1
6.344885948E0,-1.643439865E1,-1.726997566E1,-7.038952708E-1,2.385030371E1
6.346928114E0,-1.843834496E1,-1.741362762E1,-1.623268723E0,2.541342151E1
6.348970280E0,-2.055242538E1,-1.745193481E1,-2.636016130E0,2.709097265E1
6.351012480E0,-2.164418221E1,-1.743756866E1,-3.179499865E0,2.797585823E1
6.353054713E0,-2.387557793E1,-1.732504272E1,-4.321534157E0,2.981402328E1
6.355096946E0,-2.602347565E1,-1.715984154E1,-5.449502468E0,3.164456547E1
6.357154712E0,-2.807051849E1,-1.698506546E1,-6.411971569E0,3.342992427E1
6.359212612E0,-2.902820015E1,-1.689648056E1,-6.804620743E0,3.426996240E1
6.361270545E0,-3.083103371E1,-1.673606873E1,-7.338527679E0,3.583995849E1
6.363328478E0,-3.249261093E1,-1.664508820E1,-7.534852028E0,3.727737546E1
6.365386444E0,-3.327072525E1,-1.660438728E1,-7.494150639E0,3.793163758E1
6.367444444E0,-3.474345779E1,-1.656129265E1,-7.046434879E0,3.912846174E1
6.369502477E0,-3.606745148E1,-1.648467636E1,-6.253953934E0,4.014620219E1
6.371532177E0,-3.720709229E1,-1.641763878E1,-5.056853294E0,4.098143903E1
6.373561843E0,-3.768593216E1,-1.637693787E1,-4.299986362E0,4.131493022E1
6.375591543E0,-3.835152054E1,-1.628116989E1,-2.530671120E0,4.174110584E1
6.377621243E0,-3.866516113E1,-1.629792976E1,-5.578489900E-1,4.196341735E1
6.379651009E0,-3.866516113E1,-1.635060120E1,4.094084799E-1,4.198219218E1
6.381680842E0,-3.846644211E1,-1.665466499E1,2.240972757E0,4.197698171E1
6.383710708E0,-3.810012817E1,-1.714068794E1,3.876212597E0,4.195769267E1
6.385740608E0,-3.788704300E1,-1.741602135E1,4.635174274E0,4.195510300E1
6.387770541E0,-3.736271286E1,-1.796189880E1,6.079177380E0,4.189938566E1
6.389800574E0,-3.666121292E1,-1.845749855E1,7.403171062E0,4.170768187E1
6.392736574E0,-3.579451370E1,-1.894352150E1,8.538022995E0,4.138842899E1
6.394223096E0,-3.475303650E1,-1.941996765E1,9.471760750E0,4.092215709E1
6.396238096E0,-3.359394073E1,-1.993951035E1,1.018283939E1,4.037111771E1
6.398253096E0,-3.296426773E1,-2.021245003E1,1.043662453E1,4.005133225E1
6.400268096E0,-3.160675430E1,-2.075353813E1,1.077899551E1,3.931771874E1
6.402283429E0,-3.013432121E1,-2.133054161E1,1.094419479E1,3.850772286E1
6.404298429E0,-2.937056923E1,-2.160108566E1,1.096813679E1,3.807278901E1
6.406313229E0,-2.773293686E1,-2.216132927E1,1.088912868E1,3.713237705E1
6.408327895E0,-2.592292023E1,-2.281973457E1,1.063055515E1,3.613511840E1
6.410342466E0,-2.399768257E1,-2.364094543E1,1.018044472E1,3.519125636E1
6.412356841E0,-2.299690628E1,-2.410063362E1,9.919476509E0,3.475765029E1
6.414371285E0,-2.094507408E1,-2.508016014E1,9.423876762E0,3.400764641E1
6.416385685E0,-1.876635170E1,-2.612882042E1,8.954613686E0,3.339275848E1
6.418400048E0,-1.758122253E1,-2.667709351E1,8.710405350E0,3.311552302E1
6.420414381E0,-1.495478249E1,-2.787419319E1,8.190863609E0,3.267577714E1
6.422428688E0,-1.191863537E1,-2.914072609E1,7.666532993E0,3.240388116E1
6.424442973E0,-1.024748230E1,-2.979673767E1,7.407959461E0,3.236872461E1
6.426457239E0,-6.617872715E0,-3.103214645E1,6.845322132E0,3.245995668E1
6.428471551E0,-2.626439333E0,-3.210953522E1,6.148609161E0,3.279825956E1
6.430485903E0,-4.764461517E-1,-3.258358765E1,5.779901981E0,3.309568630E1
6.432500236E0,4.043806553E0,-3.333057785E1,4.982633114E0,3.394269323E1
6.434514499E0,8.889969826E0,-3.376153564E1,4.122815132E0,3.515494926E1
6.436528799E0,1.141585255E1,-3.384293747E1,3.653551817E0,3.590284873E1
6.438543132E0,1.671691513E1,-3.371365356E1,2.595314741E0,3.772003906E1
6.440557450E0,2.220442581E1,-3.312228394E1,1.369483352E0,3.989984591E1
6.442571797E0,2.774011803E1,-3.203292084E1,-9.576806426E-2,4.237489041E1
6.444586130E0,3.051499939E1,-3.128353691E1,-8.930372596E-1,4.371066672E1
6.446600490E0,3.565804291E1,-2.936578178E1,-2.542642117E0,4.626348660E1
6.448614797E0,4.124371719E1,-2.666033363E1,-4.213795185E0,4.929070569E1
6.450629093E0,4.388691330E1,-2.498678589E1,-5.008969307E0,5.074928967E1
6.452643378E0,4.905150604E1,-2.096901703E1,-6.522104740E0,5.374279273E1
6.454657619E0,5.416342545E1,-1.605611420E1,-7.867646217E0,5.703836705E1
6.456671885E0,5.666776276E1,-1.330008984E1,-8.430283546E0,5.881494203E1
6.458686118E0,6.111140060E1,-7.235576630E0,-8.988132477E0,6.219118409E1
6.460700318E0,6.493762970E1,-9.792284966E-1,-8.612242699E0,6.551355099E1
6.462714484E0,6.686257172E1,1.953668594E0,-8.159738541E0,6.738695460E1
6.464728650E0,7.052809143E1,7.144597054E0,-6.847716331E0,7.121901549E1
6.466742816E0,7.346099091E1,1.130093098E1,-5.102343082E0,7.450008141E1
6.468756949E0,7.558016205E1,1.437987423E1,-2.942473888E0,7.699220630E1
6.470771149E0,7.711962891E1,1.657326317E1,-5.506663918E-1,7.888227588E1
6.472785382E0,7.768466187E1,1.739208031E1,8.427590132E-1,7.961219372E1
6.474799582E0,7.825448608E1,1.860593987E1,4.323928356E0,8.055210703E1
6.476813782E0,7.834785461E1,1.903450203E1,6.416759968E0,8.088184839E1
6.478828015E0,7.761523438E1,1.955404472E1,1.106151104E1,8.080125184E1
6.480842281E0,7.435193634E1,1.941039085E1,1.578317642E1,7.844795962E1
6.482856581E0,7.207953644E1,1.903929138E1,1.795471764E1,7.668328419E1
6.484870914E0,6.721212769E1,1.778233528E1,2.169924927E1,7.283226603E1
6.486885280E0,6.270833206E1,1.611836433E1,2.478806877E1,6.932953867E1
6.488899613E0,6.074508667E1,1.525645161E1,2.617191696E1,6.787999785E1
6.490913913E0,5.741714478E1,1.362570095E1,2.860442543E1,6.557897067E1
6.492928213E0,5.466141891E1,1.226579475E1,3.031149101E1,6.369542312E1
6.494942546E0,5.222621918E1,1.123628807E1,3.111833763E1,6.182380671E1
6.496956879E0,5.106024170E1,1.081730270E1,3.122846985E1,6.082252584E1
6.498971179E0,4.872589493E1,1.010861874E1,3.101538658E1,5.863745573E1
6.500985479E0,4.641070175E1,9.572318077E0,3.048866272E1,5.634839008E1
6.502999779E0,4.530697632E1,9.349657059E0,3.017262840E1,5.523156430E1
6.505014079E0,4.331230545E1,8.988132477E0,2.949506950E1,5.316673259E1
6.507028345E0,4.167227936E1,8.748712540E0,2.872174072E1,5.136202126E1
6.509042678E0,4.099232483E1,8.662521362E0,2.828839111E1,5.055336827E1
6.511057011E0,3.981677246E1,8.576330185E0,2.730916214E1,4.903793578E1
6.513071277E0,3.895246506E1,8.535628319E0,2.611684990E1,4.766803262E1
6.515085577E0,3.864600754E1,8.509291649E0,2.539859009E1,4.702138153E1
6.517100610E0,3.819350433E1,8.482955933E0,2.375586700E1,4.577166735E1
6.519114943E0,3.793253326E1,8.504503250E0,2.198894691E1,4.466225970E1
6.521129343E0,3.766917419E1,8.528446198E0,2.021005440E1,4.359067994E1
6.523143743E0,3.754467392E1,8.540416718E0,1.932419968E1,4.308092328E1
6.525158209E0,3.725497437E1,8.590695381E0,1.758122253E1,4.208126124E1
6.527172709E0,3.689105606E1,8.571541786E0,1.586218452E1,4.106129861E1
6.529187275E0,3.666839600E1,8.533234596E0,1.502900219E1,4.053712205E1
6.531201808E0,3.583521271E1,8.300996780E0,1.260577106E1,3.888411606E1
6.533217441E0,3.550960159E1,8.162133217E0,1.183723259E1,3.831021142E1
6.535233174E0,3.516004944E1,7.996932983E0,1.109024143E1,3.772497142E1
